original_title,production_companies,genres,runtime,vote_average,vote_count
Family Honeymoon,Universal Pictures,Comedy,90.0,6.0,1.0
The Railway Man,Archer Street Productions,Drama,116.0,6.7,277.0
Sand Sharks,Rogue State,Comedy,87.0,2.7,37.0
Massacre Canyon,Columbia Pictures Corporation,Western,66.0,0.0,0.0
Diana,Ecosse Films,Drama,113.0,5.3,180.0
The We and the I,Partizan,Drama,103.0,5.4,28.0
We Are What We Are,Belladonna Productions,Drama,105.0,5.5,192.0
Forsaking All Others,Metro-Goldwyn-Mayer (MGM),Comedy,84.0,4.3,3.0
The Flesh Merchant,Sonney Amusement Enterprises Inc.,Drama,60.0,5.0,1.0
Child Bride,Astor Pictures Corp.,Drama,62.0,4.7,8.0
Magic Town,RKO Radio Pictures,Comedy,103.0,6.4,5.0
Grand Isle,[],[],112.0,0.0,0.0
River Queen,Silverscreen Films,Adventure,114.0,6.7,9.0
Resistance,Film Agency for Wales,War,92.0,5.1,8.0
Milius,[],Documentary,103.0,6.9,20.0
A Soldier's Plaything,Warner Bros.,Comedy,56.0,0.0,0.0
A Time for Killing,Columbia Pictures Corporation,Western,88.0,4.2,5.0
Starz Inside: Fantastic Flesh,[],Documentary,60.0,7.0,1.0
Fast Food,[],Comedy,92.0,5.1,5.0
National Lampoon's Favorite Deadly Sins,Republic Pictures (II),Comedy,99.0,5.7,3.0
The Other Shore,[],[],95.0,7.5,2.0
+1,Process Productions,Thriller,95.0,5.3,91.0
The Raven,[],Horror,81.0,1.7,3.0
The Hire: The Follow,[],Action,11.0,7.5,15.0
There's Only One Sun,[],[],9.0,5.9,7.0
Honest Man: The Life of R. Budd Dwyer,[],Documentary,75.0,6.0,1.0
A Turtle’s Tale 2: Sammy’s Escape From Paradise,Studio Canal,Adventure,92.0,5.5,58.0
Allotment Wives,Monogram Pictures,Drama,80.0,6.5,2.0
Dragon Crusaders,The Global Asylum,Fantasy,90.0,2.6,8.0
Mim mesle madar,[],[],113.0,5.0,1.0
مارمولک,[],Action,115.0,5.5,10.0
Lovers and Lollipops,Spire Production Company,Romance,82.0,7.0,2.0
Creep Van,[],Horror,90.0,4.0,13.0
Cutie and the Boxer,The Weinstein Company,Documentary,81.0,7.3,31.0
Rise of the Zombies,"Asylum, The",Action,90.0,3.4,27.0
At Berkeley,[],Documentary,244.0,7.2,6.0
Harvey,[],Fantasy,120.0,0.0,0.0
Travelling Salesman,Fretboard Pictures,Drama,80.0,5.6,13.0
Ride Along,Universal Pictures,Action,99.0,6.1,867.0
Penguin Pool Murder,RKO Radio Pictures,Comedy,70.0,3.3,2.0
Breakaway,[],Comedy,101.0,6.0,12.0
Nukes in Space,[],Documentary,53.0,5.8,3.0
Jack Ryan: Shadow Recruit,Paramount Pictures,Action,105.0,5.9,1194.0
Divergent,Summit Entertainment,Adventure,139.0,6.9,4784.0
Hotel Chevalier,Fox Searchlight Pictures,Drama,13.0,7.1,204.0
Starflight: The Plane That Couldn't Land,Orgolini-Nelson Productions,Adventure,105.0,3.3,8.0
Reasonable Doubt,Eagle Vision Inc.,Crime,91.0,5.6,236.0
Heavy Metal Parking Lot,[],Documentary,17.0,7.6,10.0
Cargo,Dreaming Tree Productions,Fantasy,7.0,8.3,11.0
The Road to Ruin,Willis Kent Productions,Drama,62.0,3.8,4.0
Fear,Vestron Pictures,Horror,95.0,6.4,9.0
Fear No Evil,LaLoggia Productions,Horror,99.0,4.9,7.0
Devil's Due,Twentieth Century Fox Film Corporation,Horror,89.0,4.4,218.0
Into the Mind,Sherpas Cinema,Documentary,83.0,6.9,9.0
Shadow Puppets,Angel Entertainment,Horror,103.0,4.4,16.0
The Final Cut,Keystone Entertainment,Action,96.0,7.3,3.0
The Night Walker,William Castle Enterprises,Horror,86.0,6.3,3.0
Intern Academy,Minds Eye Entertainment,Comedy,98.0,4.9,11.0
Black Rock,Submarine Entertainment Distributors,Thriller,83.0,4.9,80.0
The First Power,Orion Pictures,Crime,98.0,4.7,15.0
Holiday Spin,Lifetime,TV Movie,0.0,7.0,4.0
Flight 93,Fox Television Studios,Drama,89.0,6.0,42.0
Nobody Lives Forever,Warner Bros.,Crime,100.0,5.1,5.0
Dirty Pictures,[],Drama,104.0,7.5,2.0
American Scary,[],Documentary,92.0,7.7,3.0
A Single Shot,Unified Pictures,Drama,116.0,5.7,92.0
Murders in the Zoo,Paramount Pictures,Crime,62.0,4.9,5.0
Are You Listening?,Metro-Goldwyn-Mayer (MGM),Drama,73.0,0.0,0.0
We Need a Vacation,[],[],86.0,9.0,1.0
Pourquoi pas moi ?,[],Comedy,94.0,6.4,6.0
Husk,After Dark Films,Horror,83.0,5.4,87.0
The Rock-afire Explosion,[],Documentary,70.0,4.8,3.0
Weddings and Babies,[],[],81.0,6.0,2.0
Η κόρη μου η σοσιαλίστρια,[],Comedy,94.0,6.3,3.0
Hello Herman,[],Drama,88.0,6.3,8.0
Blume In Love,Warner Bros.,Comedy,115.0,5.8,6.0
Eggshells,[],Fantasy,89.0,10.0,1.0
Gag,Detroit Riot Productions,Horror,78.0,2.7,9.0
Concussion,[],Drama,96.0,5.1,31.0
Atrocious,Nabu Films,Horror,75.0,5.2,55.0
Ring of the Nibelungs,FilmFernsehFonds Bayern,Action,184.0,6.4,36.0
Decoding Annie Parker,Media House Capital,Drama,91.0,5.5,38.0
Η θεία απ' το Σικάγο,Finos Film,Comedy,72.0,7.0,3.0
Forced to Kill,[],Action,93.0,4.9,1.0
Forever Hardcore: The Documentary,[],Documentary,360.0,5.0,3.0
Whitewash,Micro scope,Drama,90.0,6.3,13.0
Friends of God: A Road Trip with Alexandra Pelosi,Home Box Office (HBO),Documentary,56.0,7.0,2.0
The Fourth World War,[],Documentary,78.0,7.0,1.0
Blood Runs Cold,[],Horror,80.0,5.1,12.0
True Confession,Paramount Pictures,Comedy,85.0,5.8,2.0
Justice League: War,DC Comics,Animation,79.0,7.0,234.0
Dark Touch,Eurimages,Horror,90.0,4.5,41.0
Mother of George,Oscilloscope Laboratories,Drama,106.0,7.1,7.0
Visitors,[],Documentary,87.0,6.3,12.0
Coco Chanel,France 2 Cinéma,Drama,139.0,6.1,33.0
"Louise Bourgeois: The Spider, The Mistress And The Tangerine",Zeitgeist,Documentary,99.0,0.0,0.0
The Riddle of the Sands,[],Action,103.0,6.6,10.0
Catastroika,Infowar Productions,Documentary,87.0,7.1,6.0
Vizontele Tuuba,Besiktas Kültür Merkezi (BKM),Comedy,111.0,6.5,9.0
The Spanish Earth,Contemporary Historians Inc.,War,53.0,6.0,2.0
Medora,[],Documentary,100.0,5.0,1.0
Wyoming Renegades,Columbia Pictures Corporation,Western,73.0,0.0,0.0
The Simple Life Of Noah Dearborn,Trimark Pictures,TV Movie,85.0,3.4,6.0
Love Before Breakfast,Universal Pictures,Comedy,70.0,5.0,3.0
The Monkey's Paw,Jay-X Entertainment,Horror,88.0,4.2,35.0
Mitt,[],Documentary,93.0,6.3,25.0
Dear Mr. Watterson,[],Documentary,89.0,6.3,17.0
Oxy-Morons,[],Action,111.0,8.0,2.0
Frozen Assets,RKO Pictures,Comedy,96.0,3.0,1.0
Full Eclipse,HBO Films,Horror,93.0,4.4,8.0
Over Your Cities Grass Will Grow,[],Foreign,105.0,7.7,3.0
Space Raiders,Millennium Films,Action,84.0,4.4,13.0
Banshee Chapter,Before the Door Pictures,Horror,87.0,5.7,93.0
Drift,World Wide Productions,Drama,113.0,5.7,61.0
A Letter to Three Wives,[],[],100.0,0.0,0.0
America,[],Drama,141.0,0.0,0.0
The Redemption of General Butt Naked,[],Documentary,85.0,7.3,3.0
Report to the Commissioner,[],Crime,112.0,6.7,3.0
40 Carats,Columbia Pictures,Romance,110.0,7.5,1.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Kino Lorber,Documentary,88.0,7.1,17.0
America,[],Drama,0.0,2.5,2.0
Bachelor Apartment,RKO Radio Pictures,Comedy,76.0,8.0,1.0
Backstreet Dreams,Trimark Pictures,Drama,96.0,5.0,2.0
Full Moon High,Filmways Pictures,Horror,93.0,3.6,5.0
Gas,[],[],94.0,0.0,0.0
"I, Frankenstein",Lakeshore Entertainment,Horror,92.0,5.1,701.0
From the Earth to the Moon,Waverly Productions,Science Fiction,101.0,5.3,4.0
The Astounding She-Monster,Hollywood International Pictures,Horror,62.0,3.5,2.0
Last Run,[],[],92.0,6.0,1.0
Generation Kill,Company Pictures,Drama,470.0,7.8,88.0
Getting In,Lindemann Entertainment Group,Comedy,94.0,6.0,2.0
Tomorrow Night,[],Comedy,87.0,7.0,2.0
Better Living Through Chemistry,Aegis Film Fund,Drama,91.0,5.9,99.0
Snakehead Terror,[],Comedy,77.0,5.9,8.0
Beyond Loch Ness,Insight Film Studios,Science Fiction,91.0,4.4,16.0
Enemy,Rhombus Media,Thriller,91.0,6.7,1326.0
Battleground,Dimeworth Films,Drama,95.0,4.5,13.0
Tapestries of Hope,[],Documentary,78.0,0.0,0.0
William Kunstler: Disturbing the Universe,Off Center Media,Documentary,85.0,5.0,1.0
Come Live with Me,Metro-Goldwyn-Mayer (MGM),Comedy,86.0,8.0,3.0
Striking Range,[],Action,96.0,0.0,0.0
Labor Day,Mr. Mudd Production,Drama,111.0,6.7,306.0
Wonder Woman,DC Comics,Action,74.0,7.2,133.0
Flowers in the Attic,Front Street Pictures,Drama,90.0,6.3,106.0
Speedway,Metro-Goldwyn-Mayer (MGM),Drama,76.0,0.0,0.0
Android Apocalypse,Independent Moving Productions Inc. (IMPinc.),Science Fiction,95.0,4.1,12.0
Blackout,[],Action,92.0,5.0,1.0
Hammer,Essaness Productions,Action,92.0,4.8,5.0
The Sleep Room,[],Drama,183.0,7.0,1.0
The Grave,The Kushner-Locke Company,Comedy,90.0,0.0,0.0
Grotesque,United Filmmakers Group,Horror,89.0,5.2,5.0
Sink or Swim,[],[],93.0,0.0,0.0
The Young and Prodigious T.S. Spivet,Epithète Films,Adventure,105.0,6.7,234.0
BBOY for LIFE,[],[],0.0,0.0,0.0
Killer Instinct,Eastern Film Management Corporation,Drama,88.0,6.0,1.0
Behind Enemy Lines,Orion Pictures,Action,89.0,6.1,5.0
Gwendoline,G.P.F.I.,Adventure,88.0,4.2,23.0
The Blank Generation,[],Documentary,55.0,5.0,4.0
Scorned,Horse Head Pictures,Thriller,86.0,5.0,22.0
"El mismo amor, la misma lluvia",[],Comedy,100.0,6.5,13.0
愛的麵包魂,[],[],113.0,5.0,7.0
Teen Beach Movie,Disney Channel,Family,110.0,6.1,212.0
Tale of the Mummy,[],Adventure,88.0,3.8,22.0
Faithless,Metro-Goldwyn-Mayer (MGM),Drama,77.0,0.0,0.0
Behind Enemy Lines III: Colombia,20th Century Fox Home Entertainment,War,94.0,5.0,33.0
Berkeley Square,Fox Film Corporation,Romance,84.0,3.0,2.0
The Monuments Men,Columbia Pictures,War,118.0,5.8,1545.0
Just Like a Woman,The 7th Floor,Drama,105.0,5.9,16.0
The Lego Movie,Village Roadshow Pictures,Adventure,100.0,7.5,3127.0
We're Not Dressing,Paramount Pictures,Comedy,74.0,5.0,4.0
Man of the World,Paramount Pictures,Drama,74.0,4.3,3.0
RoboCop,Columbia Pictures,Action,102.0,5.7,2385.0
Samson and Delilah,[],Fantasy,172.0,4.8,4.0
The Art of the Steal,Sony Pictures,Comedy,90.0,6.1,221.0
Rain or Shine,Columbia Pictures Corporation,Romance,86.0,3.5,2.0
Crave,[],Drama,113.0,4.4,12.0
Betrayed,Metro-Goldwyn-Mayer (MGM),Drama,108.0,5.3,3.0
Between Midnight and Dawn,Columbia Pictures,Crime,89.0,5.3,6.0
La luna,Pixar Animation Studios,Animation,7.0,8.0,257.0
A Streetcar Named Desire,[],[],119.0,5.0,1.0
A Streetcar Named Desire,[],[],156.0,6.0,6.0
American Anthem,[],Romance,102.0,4.4,5.0
Between Us,Skyscraper Films,Drama,90.0,5.1,10.0
Tukkijoella,[],[],0.0,8.0,1.0
Beware the Gonzo,Corner Store Entertainment,Comedy,94.0,5.6,8.0
"Beware, My Lovely",RKO Radio Pictures,Drama,77.0,4.7,7.0
Bewitched,Metro-Goldwyn-Mayer (MGM),Drama,65.0,3.5,7.0
Beyond,[],Thriller,90.0,4.7,10.0
Hornet's Nest,[],War,110.0,6.2,3.0
Evidence,[],[],8.0,6.5,4.0
Schooled: The Price of College Sports,[],[],81.0,7.0,6.0
Knights of Badassdom,North by Northwest Entertainment,Adventure,86.0,5.5,162.0
The Secret of NIMH 2: Timmy to the Rescue,Metro-Goldwyn-Mayer (MGM),Animation,79.0,4.3,10.0
Midsommer,Cosmo-Films,Drama,94.0,5.4,12.0
And then there were none,Talía Films,Crime,98.0,5.9,19.0
The Trials of Muhammad Ali,Kartemquin Films,Documentary,86.0,7.1,7.0
Vous n'avez encore rien vu,Centre National de la Cinématographie,Drama,115.0,7.2,20.0
Los rollos perdidos de Pancho Villa,[],[],49.0,6.0,2.0
Sabotage,Open Road Films,Action,110.0,5.5,560.0
Niko 2: Lentäjäveljekset,Anima Vitae,Animation,79.0,5.7,14.0
The Wizard of Baghdad,Clover Productions,Comedy,92.0,0.0,0.0
A Certain Kind of Death,[],Documentary,69.0,6.5,9.0
Beyond The Door,[],Horror,99.0,4.4,8.0
The Elephant in the Living Room,[],Documentary,96.0,6.6,6.0
Ray Harryhausen: Special Effects Titan,Frenetic Arts,Documentary,90.0,7.3,13.0
That Guy... Who Was in That Thing,New Wave Entertainment,[],79.0,6.5,10.0
A Long Way Down,BBC Films,Comedy,96.0,6.2,356.0
Storm Rider,Stone Five Studios,Family,90.0,5.6,5.0
Adult World,Anonymous Content,Comedy,107.0,6.2,141.0
Date and Switch,Lionsgate,Comedy,91.0,5.9,78.0
The Zero Theorem,Le Pacte,Drama,107.0,5.9,383.0
Endless Love,Universal Pictures,Drama,103.0,6.7,555.0
Winter's Tale,Village Roadshow Pictures,Drama,118.0,6.0,501.0
Cavemen,[],Comedy,88.0,4.8,29.0
The Theatre Bizarre,Severin Films,Horror,114.0,5.5,35.0
Agenda: Grinding America Down,Black Hat Films,Documentary,93.0,6.1,6.0
The Story of Ruth,Twentieth Century Fox Film Corporation,Drama,132.0,6.8,3.0
No Nukes,[],Documentary,103.0,0.0,0.0
Fagbug,[],Documentary,83.0,5.7,3.0
Attila,Asylum,Action,90.0,1.9,6.0
Beyond the Law,[],[],110.0,4.5,2.0
Lain ulkopuolella,[],[],0.0,0.0,0.0
Beyond Tomorrow,RKO Radio Pictures,Fantasy,84.0,6.2,3.0
Bhowani Junction,Metro-Goldwyn-Mayer (MGM),Drama,110.0,6.6,5.0
Women in Love,[],[],180.0,0.0,0.0
Joe,Worldview Entertainment,Drama,118.0,6.5,346.0
Slagskämpen,[],Action,0.0,5.3,2.0
Memoria del saqueo,[],Documentary,120.0,7.5,2.0
Jaguar,[],[],110.0,5.5,2.0
Bickford Shmeckler's Cool Ideas,Vulcan Productions Inc.,Comedy,79.0,5.6,27.0
Big Bad Wolf,[],Horror,95.0,4.9,20.0
Big Easy Express,Woodshed Films Inc.,Documentary,66.0,7.3,8.0
Big Leaguer,Metro-Goldwyn-Mayer (MGM),Drama,71.0,6.0,1.0
Big Money Rustlas,[],Action,95.0,3.8,3.0
The Summit,image now films,Adventure,95.0,6.9,31.0
GLOW: The Story of the Gorgeous Ladies of Wrestling,Connell Creations,Documentary,76.0,6.0,8.0
This American Journey,[],Drama,100.0,0.0,0.0
Cold Comes the Night,Whitewater Films,Crime,90.0,5.5,90.0
Someone Marry Barry,Straight Up Films,Comedy,86.0,5.6,75.0
Are All Men Pedophiles?,[],Documentary,70.0,5.3,11.0
Climate of Change,[],Documentary,86.0,0.0,0.0
Bury My Heart At Wounded Knee,HBO Films,TV Movie,125.0,6.0,33.0
Bigfoot: The Unforgettable Encounter,[],Family,88.0,5.3,3.0
The Cutting Edge: Going for the Gold,Brookwell-McNamara Entertainment,Comedy,98.0,5.5,24.0
Meet Me at the Fair,[],Music,87.0,0.0,0.0
Pretty/Handsome,20th Century Fox Television,Drama,67.0,0.0,0.0
Gerontophilia,New Real Films,Romance,90.0,6.7,24.0
Nightmare Factory,[],Documentary,94.0,7.0,8.0
Magic & Bird: A Courtship of Rivals,[],Documentary,88.0,8.3,6.0
About Last Night,"Screen Gems, Inc.",Comedy,100.0,6.0,217.0
The Grand Budapest Hotel,Fox Searchlight Pictures,Comedy,99.0,8.0,4644.0
Cuban Fury,Big Talk Productions,Comedy,98.0,6.0,137.0
Life of a King,[],Drama,101.0,6.4,34.0
An Oversimplification of Her Beauty,[],Animation,95.0,5.2,5.0
Informant,[],Drama,80.0,5.5,5.0
All the Light in the Sky,[],Drama,78.0,5.9,5.0
Jamesy Boy,[],Crime,109.0,6.1,56.0
Jailbait,"Asylum, The",Crime,90.0,4.2,24.0
Bring It On: Fight to the Finish,Universal Studios Home Entertainment,Comedy,102.0,6.0,108.0
Scott Joplin,[],[],96.0,6.0,1.0
Mater and the Ghostlight,Walt Disney Pictures,Animation,7.0,6.2,96.0
Your Friend the Rat,Pixar Animation Studios,Animation,11.0,6.7,67.0
Dug's Special Mission,Pixar Animation Studios,Animation,5.0,6.9,72.0
Happy End,[],Drama,97.0,6.2,3.0
Psychosis,Kingsway Films,Horror,89.0,3.7,16.0
Mer eller mindre mann,[],Comedy,80.0,5.5,2.0
The Education of Mohammad Hussein,[],[],38.0,7.0,1.0
Arrebato,Nicolás Astiarraga P.C.,Drama,105.0,5.9,13.0
News from Home,Zweites Deutsches Fernsehen (ZDF),Documentary,85.0,8.5,4.0
The Ditchdigger's Daughters,[],[],92.0,0.0,0.0
Grand Piano,Nostromo Pictures,Thriller,90.0,5.9,178.0
The Boob,Metro-Goldwyn-Mayer (MGM),Comedy,61.0,0.0,0.0
That Awkward Moment,Treehouse Pictures,Comedy,94.0,6.1,1020.0
The Inevitable Defeat of Mister & Pete,State Street Pictures,Drama,108.0,7.4,34.0
Interstellar,Paramount Pictures,Adventure,169.0,8.1,11187.0
An Amish Murder,Lifetime,TV Movie,84.0,5.6,17.0
Apartment 1303 3D,[],Horror,101.0,3.8,94.0
Everybody Loves Sunshine,[],[],97.0,6.7,3.0
The Gabby Douglas Story,Sony Pictures Television,TV Movie,90.0,7.6,17.0
Everybody Street,[],Documentary,83.0,8.0,2.0
The Mark,Raymond Stross Productions,Drama,127.0,6.0,2.0
Bill Maher: Victory Begins at Home,Moffitt-Lee Productions,Comedy,60.0,6.5,3.0
Bill Maher: '...But I'm Not Wrong',Moffitt-Lee Productions,Comedy,79.0,6.2,7.0
Bionicle: Mask of Light,Miramax Films,Action,70.0,6.0,31.0
All the Young Men,Columbia Pictures Corporation,Action,90.0,6.0,1.0
3 Days to Kill,Wonderland Sound and Vision,Action,113.0,6.0,896.0
Into the Middle of Nowhere,[],[],15.0,0.0,0.0
Welcome to the Jungle,120dB Films,Comedy,95.0,4.9,135.0
Non-Stop,StudioCanal,Action,106.0,6.8,2302.0
The Look of Love,Revolution Films,Comedy,105.0,5.2,40.0
Bionicle 2: Legends of Metru Nui,[],Action,72.0,5.8,8.0
Bionicle 3: Web of Shadows,Nitrogen Studios Canada,Action,74.0,6.1,10.0
Vertical Features Remake,Arts Council of Great Britain,Documentary,44.0,9.3,4.0
The Art of War III: Retribution,Hollywood Media Bridge,Adventure,88.0,3.4,7.0
In Fear,Big Talk Productions,Thriller,85.0,5.6,88.0
One Mile Away,[],Documentary,90.0,5.0,1.0
Fire In The Blood,[],Documentary,84.0,8.3,4.0
Tell Them Anything You Want: A Portrait of Maurice Sendak,[],Documentary,39.0,0.0,0.0
Yeon-ae-no-ri,[],Animation,15.0,0.0,0.0
Mystery Road,Screen Australia,Thriller,121.0,5.9,47.0
Breathe In,Indian Paintbrush,Drama,98.0,6.1,96.0
Pandora's Promise,[],Documentary,89.0,6.9,11.0
Always Leave Them Laughing,Warner Bros.,Drama,116.0,0.0,0.0
Behind Office Doors,RKO Radio Pictures,Drama,82.0,4.0,1.0
Bengazi,Panamint Film,Crime,79.0,0.0,0.0
Bionicle: The Legend Reborn,LEGO,Action,80.0,4.8,23.0
Bitter Feast,Glass Eye Pix,Horror,105.0,5.5,17.0
Messages Deleted,[],Horror,92.0,4.8,14.0
The Traveling Executioner,Metro-Goldwyn-Mayer (MGM),Comedy,95.0,6.4,4.0
300: Rise of an Empire,Legendary Pictures,Action,102.0,6.1,2438.0
The Pill,[],Comedy,83.0,5.6,49.0
The Adventures of Hajji Baba,Walter Wanger Productions,Adventure,94.0,6.0,2.0
The Pursuit of Happiness,Talent Associates,Drama,93.0,5.0,3.0
Particle Fever,Anthos Media,Documentary,99.0,7.1,102.0
Any Number Can Play,Metro-Goldwyn-Mayer (MGM),Drama,112.0,5.5,3.0
Bitter Sweet,Metro-Goldwyn-Mayer (MGM),Drama,94.0,0.0,0.0
Black Hand,Metro-Goldwyn-Mayer (MGM),Drama,92.0,4.8,3.0
Threads of Destiny,Branbomm,Science Fiction,110.0,4.0,11.0
Contracted,BoulderLight Pictures,Horror,78.0,5.0,140.0
The Bag Man,Red Granite Pictures,Crime,108.0,5.2,134.0
Das Bildnis des Dorian Gray,Terra-Filmkunst,Drama,93.0,5.6,5.0
Legend of the BoneKnapper Dragon,DreamWorks Animation,TV Movie,16.0,6.5,69.0
Captain EO,[],Science Fiction,17.0,6.2,26.0
"Concepción Arenal, la visitadora de cárceles",[],[],80.0,0.0,0.0
Obvious Child,Sundial Pictures,Comedy,83.0,6.7,190.0
Cheap Thrills,New Artists Alliance,Drama,85.0,6.3,156.0
Steel,Fawcett-Majors Productions,Action,102.0,4.7,3.0
Toomorrow,Lowndes Productions Limited,Comedy,95.0,0.0,0.0
Dead Genesis,[],Drama,98.0,4.3,6.0
Crazy Kind of Love,Lighthouse Home Entertainment,Comedy,100.0,5.6,16.0
Dick Figures: The Movie,Six Point Harness,Animation,73.0,6.2,7.0
Choppertown: The Sinners,[],Action,0.0,0.0,0.0
Bad Country,Mandalay Vision,Drama,95.0,5.7,90.0
Queen of Outer Space,Allied Artists Pictures,Adventure,80.0,4.1,4.0
Colegas,Gatacine,Drama,0.0,7.3,8.0
The Dove,"[{'name': ""St. George's Pictures"", 'id': 70591}]",Romance,105.0,0.0,0.0
Elena Undone,[],Drama,111.0,6.8,35.0
"Blackbeard, the Pirate",RKO Radio Pictures,Action,99.0,7.1,10.0
Blackenstein,Frisco Productions Limited,Action,87.0,2.6,7.0
Blast,Film Afrika Worldwide,Action,92.0,4.6,12.0
Blessed,Andrew Stevens Entertainment,Thriller,98.0,5.8,5.0
Blessed & Cursed,[],[],101.0,8.0,1.0
Mr. Peabody & Sherman,Pacific Data Images (PDI),Animation,92.0,6.7,861.0
Under the Skin,Scottish Screen,Thriller,108.0,6.0,1118.0
Need for Speed,DreamWorks SKG,Action,130.0,6.1,1560.0
Barefoot,WhiteFlame Productions,Comedy,90.0,6.3,210.0
You've Been Trumped,Montrose Pictures,Documentary,95.0,6.7,16.0
Veronica Mars,Warner Bros.,Comedy,107.0,6.5,482.0
8,[],[],100.0,0.0,0.0
8,[],[],91.0,7.0,1.0
Bad Words,Darko Entertainment,Comedy,88.0,6.4,335.0
Son of God,Hearst Entertainment Productions,Drama,138.0,5.9,83.0
Fightville,[],Documentary,85.0,5.8,4.0
Blind Date,[],Drama,80.0,4.5,2.0
Blind Faith,Showtime Films,Drama,122.0,6.5,2.0
Blind Terror,Hearst Entertainment Productions,Thriller,89.0,0.0,0.0
Blonde Fever,Metro-Goldwyn-Mayer (MGM),Comedy,69.0,5.5,1.0
Meth,[],[],79.0,0.0,0.0
"Vodkaa, komisario Palmu",Fennada-Film,[],96.0,0.0,0.0
Superpower,Superpower Productions,Documentary,119.0,7.5,2.0
El artista y la modelo,Fernando Trueba Producciones Cinematográficas S.A.,Drama,104.0,6.3,11.0
Sniper: Reloaded,ApolloMovie Beteiligungs,War,91.0,5.2,43.0
Puss in Boots: The Three Diablos,[],Animation,13.0,6.6,112.0
Blood Out,Lions Gate Entertainments,Action,90.0,5.6,34.0
The Cat Concerto,Metro-Goldwyn-Mayer (MGM),Animation,8.0,7.6,30.0
Quai d'Orsay,Site 4 View Productions,Comedy,113.0,5.6,74.0
Such Good Friends,Paramount Pictures,Comedy,102.0,4.8,4.0
Sextette,Crown International Pictures,Comedy,91.0,1.5,2.0
The Human Factor,The Rank Organisation,Thriller,115.0,5.9,5.0
Love Simple,[],Comedy,85.0,0.0,0.0
George & A.J.,Pixar Animation Studios,Animation,4.0,5.9,24.0
Cosmic Psychos: Blokes You Can Trust,Umbrella Entertainment,Music,110.0,7.5,1.0
The Next Man,Artists Entertainment Complex,Action,108.0,6.5,2.0
Wanda Nevada,United Artists,Drama,107.0,6.5,9.0
The 'Human' Factor,Eton,Action,95.0,6.6,4.0
Prison Terminal: The Last Days of Private Jack Hall,[],[],40.0,7.3,4.0
"Bless Me, Ultima",Monarch Pictures,Drama,106.0,6.4,9.0
Blondes at Work,Warner Bros.,Crime,63.0,7.3,2.0
Blondie of the Follies,Metro-Goldwyn-Mayer (MGM),Comedy,91.0,7.5,4.0
Dragonwyck,Twentieth Century Fox Film Corporation,Drama,103.0,6.4,18.0
The Hunting Party,Levy-Gardner-Laven,Action,111.0,6.7,14.0
Grandma's Boy,Hal Roach Studios,Comedy,60.0,5.8,9.0
Our Modern Maidens,Metro-Goldwyn-Mayer (MGM),Drama,76.0,0.0,0.0
W.W. and the Dixie Dancekings,Twentieth Century-Fox,Comedy,91.0,5.5,4.0
From Within,Burgundy Films,Horror,89.0,5.9,40.0
Blood Crime,[],Drama,85.0,3.0,1.0
Blood Night: The Legend of Mary Hatchet,Sideshow Pictures,Horror,83.0,5.1,17.0
Bloodfist,[],Action,85.0,5.0,7.0
Captain America: The Winter Soldier,Marvel Studios,Action,136.0,7.6,5881.0
Vuosaari,First Floor Productions,Drama,90.0,6.0,11.0
Starred Up,Sigma Films Ltd.,Drama,106.0,7.1,324.0
Kill Me Now,[],Comedy,84.0,3.0,1.0
Mass Effect: Paragon Lost,FUNimation Entertainment,Animation,84.0,6.5,14.0
Beautiful Darling,Flowerside Creations,Documentary,86.0,6.5,3.0
Noah,Paramount Pictures,Drama,139.0,5.5,2408.0
The Nut Job,Open Road Films,Animation,85.0,5.5,322.0
Takedown: The DNA of GSP,Jimmy Lee,Documentary,90.0,6.5,3.0
A Man Called Adam,[],Music,0.0,0.0,0.0
April Showers,April Showers,Drama,94.0,5.1,9.0
Gabrielle,Micro scope,Drama,104.0,5.8,15.0
Who Is Killing the Great Chefs of Europe?,Bavaria Film,Comedy,112.0,6.1,15.0
Stardust,[],Drama,107.0,6.0,5.0
